ssn,cc_num,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,acct_num,profile,trans_num,trans_date,trans_time,unix_time,category,amt,is_fraud,merchant,merch_lat,merch_long,customer_num_trans_1_day,customer_num_trans_7_day,customer_num_trans_30_day,trans_time_secs,trans_time_hrs,trans_time_is_night,trans_time_day,trans_date_is_weekend,customer_avg_amout_1_day,customer_avg_amount_7_day,customer_avg_amount_30_day,merchant_num_trans_1_day,merchant_num_trans_7_day,merchant_num_trans_30_day,merchant_risk_1_day,merchant_risk_7_day,merchant_risk_30_day,merchant_risk_90_day
557-23-2614,36447140005530,Michelle,Phillips,F,34160 Clark Village Apt. 626,West Monroe,LA,71291,32.5317,-92.176,54185,Estate agent,1938-03-13,657499638820,adults_50up_female_urban.json,f17862ab2e2c513e8de46ed3f0b98502,2022-09-10,09:41:57,1662799317,shopping_pos,89.99,0,fraud_Conroy Ltd,31.828049,-91.436781,2,3,10,14415,15,0,5,1,48.03,17.0,31.9,518.19,66257.72,303781.97,0,9,9,32
314-63-4716,4896839292671348818,Richard,Collins,M,2342 Sara Summit Apt. 893,Independence,MO,64055,39.0545,-94.4039,123373,Patent examiner,1987-03-08,532037803350,adults_2550_male_urban.json,851193c751f44541b00aa8ad476289a8,2023-04-02,16:00:20,1680447620,kids_pets,7.3,0,fraud_Brown Inc,39.016936,-94.882564,5,8,13,18855,22,1,6,1,66.99,36.43,48.19,1061.51,55486.64,147590.87,1,7,21,38
315-39-0114,4217830219006914,Dana,Gonzalez,F,9810 Paul River,Bradenton,FL,34202,27.4067,-82.39,216518,"Designer, graphic",1965-11-30,994454519643,adults_50up_female_urban.json,0a48d7db86b5f9b9f3d903d2d2f3c109,2022-05-22,05:17:13,1653193033,gas_transport,2.21,0,fraud_Conroy-Cruickshank,26.605455,-82.613936,1,3,11,62236,8,0,6,1,55.75,8.32,5.5,1242.13,42607.16,1042910.81,5,8,8,30
474-09-7632,3593405661410850,Anthony,Williams,M,89462 Davis Plaza Suite 176,Waverly,AL,36879,32.7632,-85.5144,2114,"Librarian, academic",1969-05-01,756902733933,adults_50up_male_rural.json,40e09487cb27fde777b3ffb34a00ae72,2022-05-18,02:46:08,1652838368,gas_transport,48.57,0,fraud_Bartoletti-Wunsch,33.711963,-85.110745,0,4,9,27731,5,0,2,0,31.24,88.77,61.89,3500.65,54514.24,862996.1,5,7,18,34
222-01-3660,30125845431377,Patricia,Ramirez,F,28281 William Plaza,Cheyenne,WY,82001,41.1437,-104.7962,86283,Industrial/product designer,1977-11-17,945911966104,adults_2550_female_urban.json,e0f2329ab497d084b9ad0f708f75c277,2023-03-05,12:48:40,1678016920,kids_pets,8.55,0,fraud_Hammes-Beatty,40.67094,-105.645995,2,2,10,54473,23,1,6,1,81.86,12.22,22.37,726.38,36238.62,40334.74,5,9,22,27
706-76-5752,4060717481131769,Paul,Allen,M,54873 Davis Spur Apt. 908,Ravenel,SC,29470,32.7881,-80.2223,4232,"Producer, television/film/video",1951-05-20,550052594447,adults_50up_male_urban.json,005c38ea353769122c08696bf09ca22c,2022-06-03,00:04:35,1654211075,gas_transport,7.72,0,fraud_Parisian and Sons,33.194006,-80.133224,6,9,19,82844,12,0,4,0,6.63,77.88,59.61,3228.36,3435.75,111286.68,0,0,2,31
681-94-2917,30556318806747,John,Becker,M,22506 Sergio Fort,Mililani,HI,96789,21.4531,-158.0174,54129,Museum/gallery exhibitions officer,2003-01-03,467970943278,young_adults_male_urban.json,72dfe8df0b2edb173bf8ad6134c6ddf8,2022-12-10,16:01:21,1670684481,food_dining,22.39,0,fraud_Zboncak LLC,20.710077,-158.230065,3,8,18,54827,4,0,5,1,31.76,19.61,12.13,1560.58,32238.94,39770.46,6,12,22,40
830-78-8010,3575473770499091,Victoria,Ellis,F,456 Andrews Mission,Los Angeles,CA,90023,34.0245,-118.1975,2383912,"Exhibitions officer, museum/gallery",1953-01-27,423525002426,adults_50up_female_urban.json,4f7f1d24eccfe0e2f293b0a3b112737e,2022-08-21,03:00:27,1661047227,misc_pos,6.24,0,"fraud_Boehm, Predovic and Reinger",33.16014,-117.671797,5,5,12,42035,16,0,6,1,48.12,33.84,29.01,4034.19,91798.22,746683.75,6,7,12,10
244-03-4823,36339858340755,James,Hughes,M,137 Young Way,Seattle,WA,98109,47.6339,-122.3476,837792,Ophthalmologist,2000-10-13,56058222625,young_adults_male_urban.json,54bb61168f069a439ace662e8c598f15,2022-05-31,11:47:25,1653994045,gas_transport,21.38,0,"fraud_Eichmann, Bogan and Rodriguez",47.97243,-123.241422,1,6,16,69978,16,0,1,0,27.96,43.38,47.3,1968.77,98089.79,1033509.65,5,13,23,15
752-78-3891,4749784752281551560,Charlene,Walsh,F,729 Pratt Stream,Phoenixville,PA,19460,40.1267,-75.5272,40154,Control and instrumentation engineer,1992-07-12,296500995143,adults_2550_female_urban.json,aec43fb73a463faab06d044dcc09f584,2022-05-14,04:48:08,1652500088,gas_transport,63.43,0,"fraud_Eichmann, Bogan and Rodriguez",40.801855,-76.242445,0,3,10,33587,11,0,5,1,19.37,3.48,13.95,4789.56,70803.26,131936.81,0,9,14,33
422-94-9768,4550946094859316291,Amy,Heath,F,869 Joseph Corner,Sapulpa,OK,74066,36.003,-96.1106,31060,Psychotherapist,1940-05-28,621368717924,adults_50up_female_urban.json,8b4669165cb08d89280536d691486801,2022-10-20,08:08:44,1666249724,entertainment,99.05,0,fraud_Gibson-Deckow,35.383472,-95.173976,3,4,14,45441,11,0,3,0,64.1,59.06,31.05,4204.63,97248.26,845458.77,0,14,20,42
661-94-7710,6011096347427207,Robert,David,M,61010 Brandy Spring Suite 286,Des Moines,IA,50320,41.5487,-93.5827,222785,Radio broadcast assistant,1944-06-03,916723234169,adults_50up_male_urban.json,27cb9f14220fd1d7df9fa3442265f996,2023-02-24,12:14:11,1677237251,kids_pets,159.45,0,fraud_Schaefer Ltd,40.660672,-93.963224,6,10,15,44455,1,1,4,0,21.69,76.89,61.79,1736.14,70270.66,1023848.82,0,8,16,37
787-60-3331,501896496350,Timothy,Barnett,M,55893 Evans Roads,Cumberland,KY,40823,36.9711,-82.9771,4231,Advertising art director,1990-02-04,169116519886,adults_2550_male_urban.json,ed8f38b45bce259cf68c9a041b87f374,2022-05-28,04:03:38,1653707018,gas_transport,5.36,0,"fraud_Connelly, Reichert and Fritsch",37.185647,-82.80941,5,6,16,47969,16,0,5,1,88.78,65.14,31.04,1540.13,31024.5,623571.58,1,4,16,37
509-65-9686,344800115180232,Jennifer,Moss,F,0076 Dakota Flat Apt. 247,Patchogue,NY,11772,40.7609,-72.9871,44837,Theme park manager,1984-08-18,961335309033,adults_2550_female_urban.json,46182fbcd4a586973a704732cd288da8,2022-08-28,12:59:24,1661687964,shopping_net,87.77,0,"fraud_Schmeler, Bashirian and Price",39.791683,-73.262453,6,6,16,59214,19,0,6,1,53.68,64.12,43.29,4719.1,12728.69,833202.21,3,11,16,24
131-03-0259,4263632618476067,Kyle,Barrett,M,21835 Amber Crescent Apt. 731,Cincinnati,OH,45216,39.2003,-84.4859,795220,Aid worker,1987-07-02,817823283356,adults_2550_male_urban.json,17060ba71840c8c2e275c5753430c930,2022-09-21,14:47:25,1663768045,shopping_net,3.48,0,fraud_Kozey-Boehm,40.07402,-85.061713,0,4,9,68367,12,0,2,0,37.62,50.09,27.83,3995.49,10796.41,395114.44,5,11,19,14
307-57-8285,4926911616466638,Cathy,Jordan,F,829 Gordon Row,Tucson,AZ,85746,32.1422,-111.0506,865276,Psychiatric nurse,1985-03-13,598641751142,adults_2550_female_urban.json,1cc70bb061b252a725ef593900ea459a,2022-12-28,16:33:41,1672241621,health_fitness,65.31,0,fraud_Thompson-Gleason,31.716664,-110.267801,5,5,10,65711,5,0,2,0,24.21,83.12,67.61,532.63,12801.29,995093.09,4,6,9,23
858-38-4197,213180736228902,Sharon,Campbell,F,4329 Martin Cliff Apt. 083,Montgomery,AL,36106,32.3543,-86.2673,214703,"Accountant, chartered public finance",1972-07-08,984484784071,adults_50up_female_urban.json,0f5bad481dbdf4649feb676cf9620c49,2022-05-31,11:42:23,1653993743,gas_transport,91.45,0,fraud_Conroy-Cruickshank,33.303244,-85.846392,4,4,10,35362,20,0,1,0,88.54,9.42,16.7,1943.56,21028.52,634710.72,6,13,16,44
660-71-3623,4812780755999716300,Joseph,Holloway,M,31509 Hernandez Skyway Suite 894,Henderson,NV,89074,36.0384,-115.0857,264999,"Journalist, broadcasting",1991-06-24,949978758859,adults_2550_male_urban.json,70a9c26a021f724d39d1a9c453ee18ad,2023-04-28,17:59:41,1682701181,travel,70.26,0,fraud_Boyer-Haley,35.26865,-115.061718,0,0,8,21181,2,1,4,0,75.44,20.3,61.07,3578.05,82500.45,467071.53,5,9,19,44
366-92-9032,4056279827353726472,Russell,Mckay,M,49001 Barton Views,Morrill,NE,69358,41.9681,-103.9182,1907,Multimedia programmer,1974-09-16,876348616391,adults_2550_male_rural.json,0681ec0bc15f0b8e0e53973aac8d97bc,2022-05-23,00:15:25,1653261325,grocery_net,73.06,0,"fraud_Johnston, Nikolaus and Maggio",42.447511,-104.138183,0,4,14,1829,6,0,0,0,57.62,52.29,12.23,545.83,40149.6,1015015.42,3,14,15,32
050-60-9079,345482421838545,Ivan,Goodwin,M,06445 Pearson Junction Apt. 311,La Verne,CA,91750,34.1159,-117.7708,33249,Counselling psychologist,2008-02-10,214509840951,young_adults_male_urban.json,6c05b78a5d3b372e6529b83fab5c4277,2023-03-16,13:45:20,1678970720,kids_pets,1.03,0,fraud_Schoen Ltd,34.280074,-117.275197,2,2,7,75735,3,1,3,0,48.68,78.29,13.51,644.39,9153.57,27703.07,7,10,13,40
111-58-4948,503809844692,Veronica,Palmer,F,5948 Hannah Drive Suite 291,Glendale,CA,91205,34.1378,-118.2424,172817,Firefighter,1991-01-14,423750382552,adults_2550_female_urban.json,051e7af9da1ca0a7b51133b69bd7d2cf,2022-12-11,20:32:08,1670787128,food_dining,2.93,0,"fraud_McCullough, Hudson and Schuster",33.69325,-118.583913,1,2,9,4142,18,0,6,1,85.75,46.05,22.34,1171.1,99452.79,1059478.11,4,8,14,21
811-81-9619,3579164694871129,Fred,Pham,M,862 Washington Field,Fort Lauderdale,FL,33308,26.0984,-80.1822,711693,Magazine journalist,1996-09-11,501839154822,adults_2550_male_urban.json,1217eeef1f7be8ac4846188c4a5fb646,2022-10-25,22:04:11,1666731851,shopping_pos,8.71,0,"fraud_Watsica, Haag and Considine",26.38846,-79.511747,5,7,13,86041,21,1,1,0,9.5,60.2,42.22,1478.26,8988.35,911529.18,1,11,13,36
297-35-0527,4710379571282178,Shari,Malone,F,5811 Perry Isle,Brooklyn,NY,11230,40.6225,-73.965,2504700,"Programme researcher, broadcasting/film/video",2002-03-16,533318530927,young_adults_female_urban.json,a4da3e9359ff801594d48da4ab2ece8d,2022-08-16,22:08:59,1660684139,misc_pos,2.61,0,fraud_McDermott-Rice,40.267729,-74.421912,2,7,12,69375,1,1,1,0,79.03,25.14,62.65,4204.65,3261.72,488364.51,1,15,17,49
440-50-5853,4702498203614507362,Caitlin,Duffy,F,65664 Jonathan Spurs Suite 409,Miami,FL,33162,25.9286,-80.183,1737737,Museum education officer,1954-01-17,995462481465,adults_50up_female_urban.json,fb17dcbce9f2950a9ebbc92c40dcdc8d,2022-05-27,01:42:06,1653612126,gas_transport,150.23,0,"fraud_Tillman, Dickinson and Labadie",25.196313,-79.755228,4,5,15,17771,21,1,4,0,1.89,75.04,14.03,180.18,87291.78,655595.29,0,8,12,16
067-88-5184,4090435184061,Teresa,George,F,651 Duane Motorway Apt. 004,Houston,TX,77074,29.6896,-95.5106,2906700,Water engineer,1985-11-14,642765427007,adults_2550_female_urban.json,638715667ace5857962af14fd1b6e4e8,2022-07-21,07:51:17,1658386277,misc_net,72.26,0,"fraud_Ferry, Lynch and Kautzer",30.574101,-94.737174,2,5,10,86236,4,0,3,0,7.61,45.71,37.83,2338.69,3095.23,346019.67,2,14,19,49
273-62-6896,38317186634857,Kim,Brown,F,09532 Burke Circle Apt. 458,Greenleaf,ID,83626,43.669,-116.8315,1192,"Nurse, children's",1966-12-26,296568819954,adults_50up_female_rural.json,53c57faeaa37bea09ca932cd00d116e9,2022-10-06,09:51:41,1665046301,shopping_pos,61.26,0,"fraud_Schuppe, Nolan and Hoeger",43.170005,-116.155008,5,5,13,44405,16,0,3,0,84.78,80.28,40.66,1607.86,86148.09,862223.24,7,9,16,31
572-61-2189,5255247286333024,Bruce,Dominguez,M,0650 Elizabeth Cliffs,Poughkeepsie,NY,12601,41.7035,-73.9117,86794,Publishing rights manager,1963-04-30,656431794367,adults_50up_male_urban.json,acb6bd0051afbc56f8f908ddcc698e6d,2023-03-22,15:40:50,1679496050,personal_care,155.04,0,"fraud_Roberts, Ryan and Smith",42.064689,-73.562247,0,5,10,17496,1,1,2,0,39.63,30.26,25.24,3758.77,50578.7,877085.37,6,10,12,35
252-42-2620,4150931186369506589,Mark,Floyd,M,03006 Davis Trace,Saint Louis,MO,63139,38.6108,-90.292,927396,Furniture conservator/restorer,1956-02-21,959734826887,adults_50up_male_urban.json,2727c07ce66ddd4e51702d0296649af9,2022-12-04,05:53:05,1670129585,food_dining,120.08,0,fraud_Schuppe-Schuppe,38.682896,-90.280923,2,4,13,57695,13,0,6,1,25.95,87.14,68.34,4151.21,14651.36,495568.82,2,14,20,31
475-03-3024,213141674560722,Jordan,Brown,M,229 Mason Viaduct,Detroit,MI,48215,42.3773,-82.9513,673342,Minerals surveyor,1978-02-24,845797518181,adults_2550_male_urban.json,acedb4fa6d4b663b97ee5812c9d389c3,2022-10-29,19:18:19,1667067499,shopping_pos,37.9,0,"fraud_Bernhard, Grant and Langworth",42.303728,-82.849545,2,5,10,72156,8,0,5,1,74.75,65.76,31.38,471.8,61782.91,453732.08,0,6,18,14
362-04-2486,180033817454989,Wendy,Gomez,F,5777 Tran Flat,Athens,TX,75751,32.1935,-95.8432,24239,Dispensing optician,1938-10-21,700389967136,adults_50up_female_urban.json,2699a3cbf56d9d454afeeb9b99764c1e,2022-09-17,00:10:28,1663369828,shopping_pos,1.75,0,fraud_Torphy-Goyette,31.847351,-96.663425,4,9,16,28291,10,0,5,1,11.46,30.56,47.07,4132.24,81718.22,1075280.93,2,5,17,50
437-15-7371,3572017011755564,Jordan,Brennan,F,51067 Delacruz Green Apt. 716,Fort Worth,TX,76164,32.7811,-97.3546,813980,Ranger/warden,1987-02-24,539567658645,adults_2550_female_urban.json,d0b4b302d8878cf30f8b3d71e682dbd1,2022-06-26,01:44:02,1656204242,grocery_pos,203.22,0,"fraud_Rowe, Batz and Goodwin",32.103855,-96.449671,0,1,7,51703,19,0,6,1,6.39,87.07,35.28,2069.45,13302.96,443519.96,7,9,15,36
289-16-0847,6544366777006177,Theresa,Smith,F,839 Ward Rue,Columbus,OH,43201,39.9952,-83.0047,783285,Media buyer,1932-05-05,764624614589,adults_50up_female_urban.json,0d7c765dfbb7d50ea5aa06a0898a0a66,2022-09-08,08:22:28,1662621748,shopping_net,67.93,0,fraud_Fisher Inc,39.689981,-83.770627,2,3,11,55528,14,0,3,0,88.38,41.69,64.98,2980.76,87055.53,304113.75,2,15,21,42
860-94-9558,5137321324832661,Robert,Hill,M,391 Jason Junctions,Vian,OK,74962,35.5404,-94.9888,5092,Chartered certified accountant,1999-03-07,831203736743,young_adults_male_urban.json,20ccbb9d6796a1191c40b30ba6b9669d,2022-08-20,23:27:00,1661034420,misc_pos,5.25,0,"fraud_Wintheiser, Dietrich and Schimmel",35.605589,-95.904795,2,2,12,7994,23,1,5,1,60.79,45.93,67.64,4277.56,2211.2,792797.54,6,15,16,37
742-49-9954,30031036347994,Angela,Solomon,F,8182 Melendez Mountain,Hilton Head Island,SC,29928,32.1665,-80.7569,39852,"Scientist, forensic",1984-11-27,583729280007,adults_2550_female_urban.json,32edc8f63680ee0c7756898651343232,2022-07-30,10:40:45,1659174045,misc_pos,117.62,0,"fraud_Boehm, Predovic and Reinger",31.55778,-80.211815,5,6,12,11207,16,0,5,1,71.43,24.29,27.75,1151.95,8691.19,885733.59,7,15,23,31
174-62-6711,374653140074869,Clayton,Smith,M,6105 Donna Squares,Salt Lake City,UT,84104,40.7498,-111.926,594043,Dance movement psychotherapist,1944-02-01,766547617407,adults_50up_male_urban.json,d192a365d65763799ae28a379d5745f6,2023-04-02,15:59:29,1680447569,personal_care,1.62,0,fraud_Monahan-Morar,41.574095,-112.090893,2,5,11,17606,3,1,6,1,55.95,53.88,66.35,3031.34,10371.54,54044.02,7,14,17,30
892-87-2761,4138447196111769,Christopher,Black,M,3487 Montgomery Inlet Suite 980,Daytona Beach,FL,32114,29.2012,-81.0371,145713,Theatre stage manager,1979-10-15,325629220893,adults_2550_male_urban.json,07ce615e0564e3aa8ddf80dedcfd2e98,2022-07-16,11:17:16,1657966636,grocery_pos,54.05,0,fraud_Vandervort-Funk,29.654559,-80.627215,4,4,11,46465,18,0,5,1,41.74,78.57,20.55,4311.42,3990.1,942245.36,7,15,21,15
888-52-5544,4318814897551,Jonathan,Brown,M,1177 Ward Track,Hilo,HI,96720,19.7025,-155.0939,46165,Ceramics designer,1988-04-06,911589441083,adults_2550_male_urban.json,0482679ea7f7e243c0b85260801df682,2022-07-31,01:37:14,1659227834,grocery_pos,51.92,0,fraud_Barton Inc,19.405301,-154.74766,1,3,9,44116,20,0,6,1,31.89,69.39,7.75,985.11,35150.71,695641.63,0,11,22,39
854-51-6398,6011769111586602,Cheyenne,Martin,F,394 Moran Neck Suite 809,Racine,WI,53403,42.706,-87.8014,127302,Wellsite geologist,1997-03-22,923187788797,adults_2550_female_urban.json,bb80ff06b3cd252ecb104c0215fd15b9,2022-10-26,23:20:30,1666822830,shopping_pos,87.67,0,fraud_Stoltenberg-Beatty,43.369697,-88.292037,1,4,12,69599,16,0,2,0,6.84,48.78,31.55,4065.18,26517.75,1022059.94,1,8,12,37
173-75-2611,4583224484197,Stephanie,Wheeler,F,88405 Combs Skyway,Las Cruces,NM,88001,32.2901,-106.7539,143900,Corporate treasurer,1978-08-12,324463260358,adults_2550_female_urban.json,8ddce0f10b78c0f7b8fc05619322f5ce,2022-07-11,07:59:37,1657522777,grocery_pos,180.48,0,fraud_Koepp-Parker,32.519101,-106.596325,0,0,9,3237,4,0,0,0,15.65,66.4,2.23,2885.21,16514.05,467618.38,4,10,20,17
018-21-3323,587316575436,Terri,Lee,F,0534 Richardson Avenue Apt. 862,Hollister,CA,95023,36.8337,-121.3439,48841,Industrial buyer,1994-03-14,689849029325,adults_2550_female_urban.json,48a687a7c366427df19878e76d81f27f,2022-10-18,17:59:01,1666112341,shopping_pos,3.57,0,fraud_Hermann and Sons,36.077548,-120.4911,2,6,16,35832,5,0,1,0,11.84,33.6,11.99,4778.81,48694.32,257902.19,3,14,21,45
801-44-4193,3506781446494591,Linda,Baker,F,106 Susan Shore Apt. 433,Sunnyside,NY,11104,40.7436,-73.9216,27232,Operations geologist,1982-02-10,521348492808,adults_2550_female_urban.json,2e499b97da1cfba3815cdf8bfee18e94,2023-04-02,15:06:12,1680444372,personal_care,33.99,0,fraud_Reichel LLC,41.16827,-73.89988,5,10,17,66942,2,1,6,1,71.1,85.39,8.9,3755.05,21646.78,1012096.18,2,2,13,43
563-12-7518,4566909902755811838,Michael,Phillips,M,388 Gardner Trail Suite 299,Fort Wayne,IN,46815,41.1053,-85.0624,305409,Broadcast journalist,1994-09-16,720844613315,adults_2550_male_urban.json,a69abe691d5e3aad0085bebe22978976,2022-09-18,21:36:31,1663533391,shopping_net,139.58,0,fraud_Schmidt and Sons,41.582912,-85.640109,6,9,14,73175,15,0,6,1,3.32,22.57,51.44,2671.55,51106.4,1043600.46,2,13,20,26
661-87-1269,2242350213512489,Michael,Shields,M,902 Brock Forks Suite 767,Dyersburg,TN,38024,36.0444,-89.3836,27406,Air traffic controller,1997-12-08,592215290679,adults_2550_male_urban.json,3a8ff1b64d7bcc3a222806dab3020384,2022-06-03,07:29:54,1654237794,gas_transport,65.4,0,"fraud_Streich, Hansen and Veum",35.294044,-89.563846,5,10,17,6322,22,1,4,0,83.5,43.33,48.43,3195.65,45792.8,688642.61,2,7,11,15
461-06-4379,4005077169873,Malik,Norton,M,4487 Christopher Branch,Manahawkin,NJ,8050,39.705,-74.2604,24285,Market researcher,1948-08-19,939703580006,adults_50up_male_urban.json,b986f1f0ab5f2c372a3ddf48f542912b,2022-12-28,19:01:58,1672250518,home,229.19,0,"fraud_McDermott, Osinski and Morar",40.339923,-73.410784,2,7,15,57014,15,0,2,0,4.69,71.08,42.63,2184.07,79049.69,373445.35,1,3,21,28
683-97-9926,180022546862968,Steven,Bird,M,56574 Anita Inlet,Harlingen,TX,78552,26.1831,-97.7468,87263,"Engineer, control and instrumentation",1981-04-02,715071735868,adults_2550_male_urban.json,4f5bb3cebfff54883268de8edd50629b,2022-06-20,01:41:24,1655685684,grocery_net,64.47,0,fraud_Jaskolski-Dibbert,26.972491,-97.485629,3,4,11,26260,19,0,0,0,29.3,35.45,7.72,4986.15,23881.44,123419.98,1,12,15,38
713-32-9361,180008187525741,Bernard,Cruz,M,84163 Brittany Orchard,Red Lion,PA,17356,39.9026,-76.6081,21610,Immigration officer,2005-07-17,865111563682,young_adults_male_urban.json,22b41fa5fd97e362097925c5420f8046,2023-02-28,18:39:54,1677605994,kids_pets,55.44,0,fraud_Waelchi-Wolf,39.562839,-77.226877,6,9,15,61862,12,0,1,0,55.04,68.37,15.0,3547.49,73353.39,290514.73,0,9,11,14
253-36-0025,4067646775468811965,Maria,Graham,F,2918 Brown Inlet Suite 507,Washougal,WA,98671,45.5959,-122.3104,21220,Music therapist,1982-01-26,66456882889,adults_2550_female_urban.json,bf9b75d1d566a06acd3e50211ef2696a,2022-12-19,12:54:48,1671450888,health_fitness,59.67,0,"fraud_Runte, Green and Emard",46.280208,-122.240727,1,6,13,20472,1,1,0,0,38.91,53.55,45.63,3251.66,80053.65,343650.5,6,11,15,33
192-13-2365,562798037890,Ashley,Stevenson,F,562 Joseph Ways Apt. 513,Delray Beach,FL,33445,26.4564,-80.1054,107599,"Civil engineer, consulting",1945-02-27,747993081812,adults_50up_female_urban.json,db673c0457d0bf86a40b6ed5dc23e32d,2022-09-08,04:03:24,1662606204,shopping_net,64.03,0,fraud_Schmidt and Sons,27.075227,-79.514201,3,8,15,72387,13,0,3,0,24.51,27.69,33.94,2222.85,45658.65,445176.66,6,6,10,8
650-67-1900,373248319159426,Laura,Long,F,7299 Jackson Trafficway Suite 071,Houston,TX,77095,29.8941,-95.6481,2906700,"Scientist, marine",1983-10-18,899763916390,adults_2550_female_urban.json,e78fb8cf9c15820667a96090333a439a,2022-05-26,03:53:47,1653533627,grocery_net,24.11,0,"fraud_Stokes, Christiansen and Sipes",29.903241,-94.677536,1,3,13,13458,13,0,3,0,40.42,50.6,14.03,4548.96,73588.53,257194.21,5,15,21,30
241-22-8853,4514997464215,Robert,White,M,972 Frederick Haven Apt. 755,Mims,FL,32754,28.6974,-80.8663,11313,Financial planner,1995-07-16,207343822894,adults_2550_male_urban.json,2ee7c202c369ad0b09ddc78fa7f5f361,2022-09-18,22:12:28,1663535548,shopping_net,26.71,0,fraud_Goyette Inc,28.336701,-81.23415,0,1,6,51598,12,0,6,1,2.82,18.69,54.74,3561.89,34928.12,450264.05,3,11,20,30
767-98-5430,376513408106936,Steven,Lara,M,4417 Brady Courts Apt. 926,Wallkill,NY,12589,41.616,-74.1439,17228,Special educational needs teacher,1932-04-27,87858009691,adults_50up_male_urban.json,fb75b8d637a56c60e5e5b9568ed187cd,2023-04-08,17:06:57,1680970017,personal_care,8.8,0,fraud_Erdman-Schaden,41.838234,-73.290395,2,7,13,81968,20,0,5,1,74.59,32.22,47.71,4950.61,23715.58,103668.48,2,11,15,18
596-80-6900,30237410627691,Monica,Nelson,F,09354 Miles Oval Suite 139,Chappaqua,NY,10514,41.1705,-73.7715,11946,Writer,1996-08-11,128694848547,adults_2550_female_urban.json,5880a2887e9101925a9524cf29c65ba0,2022-12-25,15:01:53,1671976913,health_fitness,181.77,0,fraud_Heller PLC,40.370002,-74.453116,1,2,10,64579,22,1,6,1,22.34,52.24,7.78,4185.14,11779.38,799832.82,1,6,9,46
118-19-6518,676322132173,Jason,Goodwin,M,19111 Powell Curve,Fresno,CA,93702,36.74,-119.7532,570271,"Education officer, community",1979-09-16,129028768085,adults_2550_male_urban.json,65bd7640120945cd784eb6265ed5f454,2022-06-04,06:24:13,1654320253,gas_transport,70.9,0,fraud_Schmitt Inc,36.185468,-119.551181,1,5,13,42650,14,0,5,1,88.98,79.28,25.36,178.5,64346.03,113106.25,1,14,21,50
406-17-5360,3523046337247261,Martha,Hernandez,F,178 Nicholas Row,Lynwood,CA,90262,33.9241,-118.2013,69745,"Designer, graphic",1962-10-22,685808287263,adults_50up_female_urban.json,3c51e33ec1b93971f1c0fe1019001a0b,2022-07-21,02:18:33,1658366313,misc_net,75.58,0,fraud_Mante Group,34.247716,-118.617939,0,0,9,42312,8,0,3,0,27.36,13.79,69.5,1923.93,73637.02,580606.66,5,14,16,39
120-72-8514,180080434702241,Edward,Mason,M,2382 Mclaughlin Cape,New Port Richey,FL,34655,28.2129,-82.6807,115083,Animal nutritionist,1981-12-20,919903565417,adults_2550_male_urban.json,e29bb0dc2dd386264f70473f17ab2bc4,2023-02-10,16:37:44,1676043464,home,99.28,0,fraud_Padberg-Sauer,28.167558,-83.132584,6,7,12,8903,15,0,4,0,40.6,75.04,56.53,3846.53,15050.39,978446.28,1,11,18,39
077-65-5885,586083191260,Anthony,Miles,M,896 Baker Plaza Apt. 844,Pittsburgh,PA,15208,40.4532,-79.8995,687276,"Administrator, local government",1999-11-30,960329930823,young_adults_male_urban.json,4b43abd0e1a40a13439dc66186ed5341,2023-01-28,17:43:04,1674924184,home,102.76,0,fraud_Pollich LLC,41.180826,-79.6311,0,5,10,27664,14,0,5,1,73.18,39.57,3.56,350.17,65143.06,735084.91,7,10,15,46
795-52-1699,4418735470616987,David,Tucker,M,913 Long Mission,Longwood,FL,32750,28.712,-81.3552,50269,Police officer,1946-02-07,899743303972,adults_50up_male_urban.json,8e36b4d302b546d7e194cc9338058dd4,2023-04-27,18:56:28,1682618188,travel,29.59,0,"fraud_Hartmann, Rowe and Hermann",28.663505,-80.796021,1,1,9,25558,12,0,3,0,37.74,14.93,66.75,3685.4,36377.34,191780.3,3,14,15,32
741-08-1838,3598616184612294,Mark,Taylor,M,3334 Scott Orchard,Saint Paul,MN,55112,45.0788,-93.1872,753116,Chartered loss adjuster,1966-03-27,632160159951,adults_50up_male_urban.json,28d72bcb9f86f98955e2d81b5c693af9,2022-12-08,14:43:52,1670507032,food_dining,56.87,0,"fraud_Graham, Hegmann and Hammes",44.853832,-92.900179,5,7,14,4639,16,0,3,0,16.81,43.19,4.18,1094.57,23347.34,699555.0,7,14,20,19
311-07-1891,4366649275820631,James,Miller,M,87894 Reed Ports Apt. 436,Brooklyn,NY,11233,40.6784,-73.9211,2504700,Probation officer,1961-01-22,796956768488,adults_50up_male_urban.json,fb3a09f07638d3ac684b015f7e9cd13b,2022-05-08,01:28:43,1651969723,gas_transport,8.95,0,"fraud_Streich, Hansen and Veum",40.457032,-73.00996,0,0,5,27651,4,0,6,1,14.81,65.13,3.05,1731.29,92160.06,264808.27,3,12,14,16
